input_x1,input_y1,input_theta0,input_theta1,output_v0,output_delta0,output_v1,time
0.006261261,1.897087803,0.929468952,1.488057001,0.045843277,-0.20000001,-0.172030508,6.4
0.008468085,1.921539267,0.829468947,1.472324907,0.159879915,-0.20000001,-0.169661934,6.5
0.019980215,1.991122348,0.729468942,1.342854077,0.059085547,-0.20000001,-0.16694202,6.6
0.027120604,2.019835717,0.629468937,1.310043451,0.16108596,-0.20000001,-0.165578443,6.7
0.049761524,2.085728096,0.529468932,1.171632078,0.368675821,-0.20000001,-0.182241488,6.8
0.13515011,2.223914244,0.429468927,0.884604627,0.920543238,-0.20000001,-0.220105913,6.9
0.485266085,2.492495994,0.329468922,0.497694788,0.353589598,-0.20000001,-0.203096959,7
0.642490883,2.570766841,0.229468917,0.423569829,0.050998483,-0.20000001,-0.197227988,7.1
0.667185581,2.582093209,0.129468912,0.434782864,-0.013418232,-0.20000001,-0.190347193,7.2
0.664864678,2.580965782,0.029468907,0.473957655,0.352879523,-0.20000001,-0.195739824,7.3
0.819980571,2.641468258,-0.070531098,0.279608645,0.193777932,-0.20000001,-0.194512113,7.4
0.911493015,2.663756876,-0.170531103,0.197221121,0.456346528,-0.20000001,-0.203034092,7.5
1.130420567,2.68354035,-0.270531108,-0.003792958,0.596373818,-0.033036734,-0.047588017,7.6
1.422064666,2.653824163,-0.287049475,-0.173846702,0.315573835,-0.20000001,-0.202284649,7.7
1.576699961,2.623656548,-0.38704948,-0.216520152,0.319526178,-0.20000001,-0.202521513,7.8
1.730591126,2.584597319,-0.487049485,-0.283546378,0.397078163,-0.20000001,-0.203897936,7.9
1.916131947,2.520215308,-0.58704949,-0.384356819,0.704311044,-0.20000001,-0.210083942,8
2.226720148,2.362076174,-0.687049495,-0.545675175,0.651646132,-0.20000001,-0.207186612,8.1
2.493648787,2.178324622,-0.7870495,-0.657921371,0.472360734,-0.20000001,-0.204417487,8.2
2.674191224,2.027636496,-0.887049505,-0.73596692,0.453290867,-0.20000001,-0.204544165,8.3
2.834625348,1.869447955,-0.98704951,-0.822435454,0.576728445,-0.20000001,-0.206747287,8.4
3.01666387,1.648508127,-1.087049515,-0.938307017,0.58578749,-0.20000001,-0.206472709,8.5
3.175763189,1.404679899,-1.18704952,-1.045805945,0.551375644,-0.20000001,-0.205770308,8.6
3.301498159,1.161005823,-1.287049525,-1.143423563,0.456346531,-0.20000001,-0.204472522,8.7
3.387135312,0.950822253,-1.38704953,-1.22650241,0.48498424,-0.20000001,-0.20518088,8.8
3.457324468,0.720442139,-1.487049535,-1.323965893,0.673308985,-0.20000001,-0.208278231,8.9
3.516917857,0.391494705,-1.58704954,-1.453694333,0.699762807,-0.20000001,-0.20752835,9
3.537567122,0.043916701,-1.687049545,-1.566726866,0.620767425,0.20000001,0.191102771,9.1
3.525223899,-0.265471109,-1.58704954,-1.627327048,0.620767422,0.20000001,0.202337425,9.2
3.512841167,-0.575434654,-1.487049535,-1.584428375,0.620767425,0.20000001,0.205087907,9.3
3.520417422,-0.88487737,-1.38704953,-1.504749585,0.620767422,0.20000001,0.205905856,9.4
3.554914586,-1.192130508,-1.287049525,-1.411993598,0.628674522,0.20000001,0.206275432,9.5
3.619513392,-1.498371244,-1.18704952,-1.313544476,1.268866548,-0.20000001,-0.182394293,9.6
3.817557931,-2.099985114,-1.287049525,-1.246936846,1.620175773,-0.20000001,-0.206336345,9.7
4.041184521,-2.877875574,-1.38704953,-1.338296011,5.4187601,0.20000001,0.173354468,9.8
4.646829475,-5.514854899,-1.287049525,-1.299091841,10.87313964,0.20000001,0.21307897,9.9
-0.1,0.194444444,1.570796327,1.570796327,-0.442177998,0.199624326,0.199624326,10
-0.107922699,-0.02438318,1.67060849,1.47427339,0.473519794,0.199941732,0.205337713,10.1
-0.098980025,0.20977259,1.770579356,1.589025945,0.342434372,-0.199423984,-0.189963415,10.2
-0.110335747,0.378917244,1.670867364,1.669394528,0.31959377,-0.119935539,-0.119888338,10.3
-0.126723009,0.537956489,1.610899595,1.672016803,0.453045749,0.199937057,0.196796594,10.4
-0.144903325,0.76367903,1.710868123,1.646042713,-0.451465929,0.199813329,0.196469038,10.5
-0.143188157,0.544463996,1.810774788,1.476795841,-0.020363453,-0.199866372,-0.189490381,10.6
-0.144224945,0.532016279,1.710841602,1.499708887,0.3596168,0.124865227,0.129628893,10.7
-0.140304063,0.709555588,1.773274215,1.59446741,0.23162234,0.199925671,0.200857709,10.8
-0.145531651,0.824804726,1.873237051,1.641233439,0.194509435,0.19996113,0.199076018,10.9
-0.154627437,0.920941024,1.973217615,1.691739922,-0.034396001,0.199983814,0.191158218,11
-0.153410135,0.908386951,2.073209522,1.640545258,-0.143750976,0.063390621,0.051521944,11.1
-0.152765257,0.847264208,2.104904833,1.514753376,-0.06125932,0.197421592,0.160619994,11.2
-0.154473684,0.829864609,2.203615629,1.424896748,-0.280145443,0.20000001,0.122686273,11.3
-0.1735666,0.769843295,2.303615634,1.012945733,-0.51798002,0.20000001,0.005516491,11.4
-0.119039496,0.787951132,2.403615639,0.20112259,-0.562287626,0.20000001,-0.163481102,11.5
0.111319121,0.764382694,2.503615644,-0.295013317,0.001753664,0.20000001,-0.188293472,11.6
0.113441017,0.763773568,2.603615649,-0.262377815,-0.223365741,0.20000001,-0.198530781,11.7
0.220206831,0.732201018,2.703615654,-0.303823349,-0.777579205,0.20000001,-0.208603235,11.8
0.587026398,0.604335151,2.803615659,-0.338621933,-0.710177604,0.20000001,-0.199954166,11.9
0.92461141,0.495572734,2.903615664,-0.277263776,-0.939450211,0.108632129,-0.104858457,12
1.380160701,0.383071764,2.957931728,-0.210173165,-0.992413509,0.107242701,-0.10457421,12.1
1.867939318,0.293877288,3.011553079,-0.152594016,-1.045782295,0.140111469,-0.137717329,12.2
2.386653987,0.23143403,3.081608813,-0.086042361,-1.051095319,0.153894585,-0.151103648,12.3
2.911026876,0.205573379,3.158556106,-0.011767407,-0.915132486,0.20000001,-0.197288577,12.4
3.367565068,0.219695062,3.258556111,0.076495154,-0.432862956,0.036445045,-0.034663962,12.5
3.582880462,0.239647033,3.276778634,0.106856231,-0.319876213,-0.016630859,0.017530266,12.6
3.741810576,0.257426754,3.268463204,0.114544325,-0.419926907,0.007236536,-0.006718388,12.7
3.950278604,0.282319832,3.272081472,0.122632059,-0.371352572,0.005244395,-0.004952474,12.8
4.134495085,0.305509366,3.274703669,0.127576481,-0.391302721,0.004399425,-0.004182791,12.9
4.328503692,0.330784429,3.276903382,0.131350417,-0.733874558,-0.161445528,0.161734898,13
4.692939575,0.371508981,3.196180618,0.084474778,-0.731325828,-0.161060893,0.158803592,13.1
5.057540859,0.389826628,3.115650171,0.013934832,-0.717838302,-0.159031603,0.156043386,13.2
5.415625394,0.381244599,3.03613437,-0.062467108,-0.675966837,-0.152796789,0.149750442,13.3
5.751192291,0.34765547,2.959735975,-0.137342602,-0.711450635,-0.158074126,0.154751628,13.4
6.100583798,0.285203208,2.880698912,-0.216407634,-0.695609103,-0.070208495,0.067045561,13.5
6.437736343,0.201311347,2.845594665,-0.268180265,-0.686762989,-0.06876915,0.066832372,13.6
6.766720991,0.103667429,2.81121009,-0.307871531,-0.719625819,-0.075208538,0.073569668,13.7
7.107247447,-0.011961631,2.773605821,-0.346596841,-0.73395088,-0.010792986,0.009220716,13.8
7.451026225,-0.140224276,2.768209328,-0.365012275,-0.768385785,-0.114167114,0.113519902,13.9
7.807025881,-0.284168981,2.711125771,-0.406679542,-0.697278856,0.026958737,-0.028609595,14
8.126364267,-0.424036315,2.72460514,-0.414859138,-0.621410899,0.019520318,-0.019652534,14.1
8.410925258,-0.548783199,2.734365299,-0.410524048,-0.544782431,0.170088053,-0.169907531,14.2
8.662743588,-0.651792135,2.819409325,-0.360778987,-0.453065859,0.176427549,-0.174547956,14.3
8.876433714,-0.724607131,2.9076231,-0.293428624,-0.392055368,0.024631901,-0.022258621,14.4
9.064828334,-0.777723821,2.91993905,-0.258627445,-0.270863137,-0.028140969,0.029122993,14.5
9.195890519,-0.811802412,2.905868566,-0.251716972,-0.164429968,-0.013341944,0.013603197,14.6
9.275530796,-0.832223995,2.899197594,-0.250664314,-0.014893135,0.077154645,-0.077139691,14.7
9.282676575,-0.834003342,2.937774916,-0.237289092,0.142186503,0.02905115,-0.029510706,14.8
9.213618231,-0.817134816,2.952300491,-0.24264299,2.551519246,0.20000001,-0.213321556,14.9
-0.1,0.216666667,1.570796327,1.570796327,-0.412807502,0.126772826,0.126772826,15
-0.10454505,0.011108157,1.63418274,1.512700767,0.394819696,-0.19990343,-0.19364561,15.1
-0.100327274,0.207778334,1.534231025,1.568913778,0.232293566,-0.199555336,-0.200240823,15.2
-0.10044156,0.324304957,1.434453357,1.568238397,0.397316964,-0.073711475,-0.078352463,15.3
-0.093136634,0.521842227,1.397597619,1.502599001,0.600864532,-0.172245834,-0.177594749,15.4
-0.060946762,0.819623318,1.311474702,1.422618868,0.748066893,0.073474386,0.064723817,15.5
0.011101526,1.185805639,1.348211895,1.352193853,0.72453278,-0.184407814,-0.184694857,15.6
0.091448807,1.539015849,1.256007988,1.328564517,-0.094819418,-0.199982826,-0.198769284,15.7
0.081714842,1.4947206,1.156016575,1.384889446,-0.142616803,-0.199946746,-0.191496993,15.8
0.072994128,1.431217956,1.056043202,1.493082152,0.242462623,-0.199949591,-0.191418552,15.9
0.089672995,1.544720798,0.956068407,1.359133166,0.292582181,-0.1999999,-0.195448771,16
0.129309029,1.678533544,0.856068457,1.210649098,0.190993386,-0.20000001,-0.194189679,16.1
0.165499806,1.763957027,0.756068452,1.128485094,0.216459307,-0.20000001,-0.194166405,16.2
0.214859155,1.855961399,0.656068447,1.028297217,-0.145450591,-0.20000001,-0.181013895,16.3
0.187641553,1.803304762,0.556068442,1.17139753,0.646997025,-0.20000001,-0.200663148,16.4
0.363482757,2.039938779,0.456068437,0.753426097,-0.174264938,-0.20000001,-0.18611694,16.5
0.312049958,1.984798752,0.356068432,0.900882099,0.010743227,-0.20000001,-0.171601561,16.6
0.31824538,1.992767197,0.256068427,0.918146303,0.273341109,-0.20000001,-0.174547154,16.7
0.400900949,2.077688898,0.156068422,0.690854219,0.99971672,-0.20000001,-0.22302681,16.8
0.835429534,2.264803756,0.056068417,0.22477807,0.863801461,-0.20000001,-0.21166459,16.9
1.260204518,2.324246596,-0.043931588,0.066848235,0.620767425,0.060310168,0.053077684,17
1.569689961,2.332145895,-0.013776504,0.000572751,0.620767425,0.171381641,0.170473273,17.1
1.880101443,2.331023351,0.071914316,0.005833405,0.549283865,0.20000001,0.203190577,17.2
2.154308514,2.33880829,0.171914321,0.058130791,0.463687787,0.20000001,0.203971363,17.3
2.384463333,2.359645112,0.271914326,0.126499973,0.501031535,0.100746094,0.106942883,17.4
2.629871883,2.40242251,0.322287373,0.213572987,0.493661547,-0.099981267,-0.094034773,17.5
2.868434255,2.463081388,0.272296739,0.269944601,0.278706424,-0.20000001,-0.199933901,17.6
3.002705287,2.501378682,0.172296734,0.277433461,0.388077024,-0.20000001,-0.202968257,17.7
3.190119662,2.550044894,0.072296729,0.225515705,0.533836666,-0.20000001,-0.205804418,17.8
3.451330872,2.596076092,-0.027703276,0.123625644,0.460836448,-0.20000001,-0.204661534,17.9
3.679634867,2.614469999,-0.127703281,0.03562845,0.169804522,0.20000001,0.194577078,18
3.763343008,2.614782575,-0.027703276,-0.020600719,0.138877038,0.20000001,0.199896328,18.1
3.833147168,2.612465967,0.072296729,-0.041041661,0.718093109,-0.20000001,-0.190595487,18.2
4.191515331,2.613423551,-0.027703276,0.015761868,0.03273657,0.20000001,0.199668873,18.3
4.208098054,2.613405809,0.072296729,-0.016275605,0.75389302,-0.20000001,-0.192547338,18.4
4.584609143,2.620025996,-0.027703276,0.022972705,0.025308619,0.20000001,0.19961506,18.5
4.597412711,2.620101692,0.072296729,-0.009652924,0.747684824,-0.20000001,-0.193208416,18.6
4.970861711,2.628051974,-0.027703276,0.0249311,0.019602442,0.20000001,0.199619908,18.7
4.980795431,2.628129277,0.072296729,-0.007912321,0.725640856,-0.20000001,-0.193542948,18.8
5.343240317,2.636126051,-0.027703276,0.025698124,0.620767425,0.20000001,0.196401497,18.9
5.653551036,2.638295262,0.072296729,0.008210418,0.620767425,0.20000001,0.203564992,19
5.963359503,2.648765492,0.172296734,0.066449812,0.620767425,0.048579926,0.054866415,19.1
6.271137994,2.681726094,0.196586697,0.138758878,0.650946469,-0.040286146,-0.036456621,19.2
6.592196768,2.733827005,0.176443625,0.173285716,0.645811664,-0.120546275,-0.120341733,19.3
6.910273152,2.789512557,0.116170487,0.164305917,0.682614361,0.20000001,0.196483828,19.4
7.247809402,2.839735487,0.216170492,0.151984872,0.728390948,0.20000001,0.204260185,19.5
7.605428203,2.905831772,0.316170497,0.219893127,0.797842522,-0.20000001,-0.191404236,19.6
7.990713194,3.007396159,0.216170492,0.264419561,1.460554629,-0.20000001,-0.206811564,19.7
8.702894713,3.165535998,0.116170487,0.170374854,3.91554008,0.20000001,0.178492725,19.8
10.63549145,3.471705457,0.216170492,0.196140102,7.866699607,0.20000001,0.215716142,19.9
-0.1,0.238888889,1.570796327,1.570796327,0.412871051,-0.19993996,-0.19993996,20
-0.100759007,0.445481907,1.470826347,1.567167188,-0.153721415,0.009704667,0.01113834,20.1
-0.100093027,0.369009572,1.47567868,1.592730452,-0.214164926,0.083621221,0.085550141,20.2
-0.096357772,0.2621783,1.517489291,1.617762544,0.470436305,0.125116853,0.119779055,20.3
-0.099836214,0.496833427,1.580047717,1.568039144,0.515186434,-0.076038947,-0.075414814,20.4
-0.100248001,0.754434796,1.542028244,1.570960004,0.522788039,0.199890145,0.198294186,20.5
-0.097545368,1.015877691,1.641973317,1.565141727,-0.464200244,0.193369777,0.189236301,20.6
-0.115370755,0.792093958,1.738658205,1.380376003,0.25098392,-0.077787303,-0.064046701,20.7
-0.100778346,0.910854095,1.699764553,1.504790834,0.268493899,-0.107533108,-0.100293831,20.8
-0.097585282,1.043194751,1.645998,1.57890632,0.367461517,-0.199905425,-0.196992166,20.9
-0.103084062,1.226751221,1.546045287,1.609320425,0.441671866,0.19995131,0.196758346,21
-0.106859965,1.447473105,1.646020942,1.581991612,0.299010629,0.1999827,0.201486137,21.1
-0.109551183,1.597123289,1.746012292,1.602184884,0.107023133,0.199962135,0.199431442,21.2
-0.11122602,1.651510631,1.84599336,1.603946309,-0.053416343,0.199974686,0.192864955,21.3
-0.111116239,1.629346401,1.945980703,1.544302481,-0.116639111,0.19997898,0.179501722,21.4
-0.114949793,1.583642696,2.045970193,1.420458862,-0.051092155,0.199992058,0.159134822,21.5
-0.117322025,1.571160924,2.145966221,1.339558781,-0.107314965,0.199989443,0.130665846,21.6
-0.124397417,1.548586363,2.245960943,1.176224174,-0.293461314,0.199988104,0.070326578,21.7
-0.134134767,1.529570855,2.345954995,0.698090817,-0.572766708,0.20000001,-0.072504976,21.8
0.013568562,1.557377841,2.445955,-0.072906329,0.091162726,0.20000001,-0.157140573,21.9
-0.017319752,1.557840046,2.545955005,0.043628309,-0.892413937,0.155085698,-0.177703528,22
0.388465277,1.457644576,2.623497854,-0.396713574,-0.877160383,0.084796637,-0.094793687,22.1
0.784201405,1.270226525,2.665896172,-0.46238975,-1.039917463,0.126254581,-0.127627153,22.2
1.252182012,1.043840337,2.729023463,-0.430204522,-1.051095319,0.153894585,-0.152017109,22.3
1.73627407,0.840373102,2.805970755,-0.362888743,-1.047094129,0.169568089,-0.166650316,22.4
2.232114344,0.674292067,2.8907548,-0.282341336,-0.432862953,0.036445053,-0.035063526,22.5
2.440629688,0.616805051,2.908977326,-0.256585385,-0.319872569,-0.01663,0.017391886,22.6
2.595465112,0.576771606,2.900662326,-0.250698615,-0.419927006,0.007236541,-0.006826005,22.7
2.799040625,0.525415532,2.904280597,-0.24389837,-0.371352597,0.005244395,-0.004999698,22.8
2.979318416,0.480986912,2.906902794,-0.239540213,-0.391302734,0.004399424,-0.004209577,22.9
3.169463544,0.434908451,2.909102506,-0.236094054,-0.737505236,-0.161994083,0.162258821,23
3.525930303,0.34144978,2.828105464,-0.283458874,-0.713188075,-0.158334348,0.156121707,23.1
3.86419015,0.230454683,2.74893829,-0.352615101,-0.734484447,-0.161537623,0.15846812,23.2
4.202979052,0.090673002,2.668169479,-0.43057481,-0.686084936,-0.068491435,0.065489708,23.3
4.510515461,-0.060526851,2.633923761,-0.480401984,-0.675275285,-0.067686134,0.065819935,23.4
4.806607459,-0.222362801,2.600080694,-0.519118408,-0.736008623,-0.004013771,0.002364718,23.5
5.124244454,-0.408110047,2.598073808,-0.536179757,-0.79891934,0.0434809,-0.044066058,23.6
5.468194592,-0.61123908,2.619814258,-0.527850038,-0.785275969,0.20000001,-0.199519535,23.7
5.812770999,-0.79845929,2.719814263,-0.460605906,-0.762629415,0.20000001,-0.196888915,23.8
6.160602851,-0.952350183,2.819814268,-0.37043766,-0.755502913,0.174914369,-0.171032563,23.9
6.517574066,-1.072913802,2.907271453,-0.281325486,-0.697278856,0.026958737,-0.023652658,24
6.854392177,-1.161986807,2.920750821,-0.240864734,-0.621410899,0.019520318,-0.018272244,24.1
7.156806054,-1.23305078,2.93051098,-0.222242608,-0.544782431,0.170088053,-0.169469444,24.2
7.423517884,-1.286371296,3.015555007,-0.167808832,-0.453065859,0.176427549,-0.174381694,24.3
7.647187758,-1.316636755,3.103768781,-0.098779094,-0.378206663,0.022646271,-0.020300273,24.4
7.83539137,-1.331815348,3.115091917,-0.064565393,-0.270863137,-0.028140969,0.029151367,24.5
7.970565056,-1.339950482,3.101021432,-0.057258668,-0.164429968,-0.013341944,0.013614465,24.6
8.052650665,-1.344590717,3.094350461,-0.056039516,-0.014893135,0.077154645,-0.077138557,24.7
8.060003568,-1.344954337,3.132927783,-0.042651492,0.142186503,0.02905115,-0.029517524,24.8
7.988987814,-1.341756313,3.147453358,-0.048143167,2.161213513,0.20000001,-0.211374156,24.9
-0.1,0.261111111,1.570796327,1.570796327,-0.451442905,0.199659863,0.199659863,25
-0.1082007,0.037709152,1.670626258,1.472556018,0.171751492,-0.199883096,-0.192595324,25.1
-0.10301405,0.121664201,1.57068471,1.53751573,0.285571122,-0.199537084,-0.198480294,25.2
-0.100258402,0.264576688,1.470916168,1.556131837,0.531904641,-0.025105296,-0.029541375,25.3
-0.088772878,0.529787943,1.45836352,1.504598466,0.558003174,-0.178101266,-0.180489945,25.4
-0.065849545,0.807685526,1.369312887,1.464843535,0.711083155,0.195977359,0.188301088,25.5
-0.015528145,1.159194537,1.467301566,1.419988934,0.625747249,0.158881614,0.161663291,25.6
0.025515048,1.469138427,1.546742373,1.46430141,0.622032828,-0.199950067,-0.194148678,25.7
0.049362067,1.778953597,1.44676734,1.500496561,0.085937078,-0.199993983,-0.200166889,25.8
0.052006898,1.822673254,1.346770349,1.517370593,-0.2530199,-0.19999998,-0.192800971,25.9
0.05351508,1.704648574,1.246770359,1.668724487,0.298591646,-0.199996502,-0.194683525,26
0.051233338,1.846330319,1.146772108,1.510191215,-0.066951228,-0.20000001,-0.184557458,26.1
0.050624601,1.820618611,1.046772103,1.588759961,0.330140177,-0.20000001,-0.18836695,26.2
0.065582319,1.970791074,0.946772098,1.366518278,-0.108428069,-0.20000001,-0.178219736,26.3
0.059389288,1.92953024,0.846772093,1.48596659,0.085899935,-0.20000001,-0.165639669,26.4
0.06398577,1.969337178,0.746772088,1.424662794,0.126204683,-0.20000001,-0.163694413,26.5
0.074952434,2.02372739,0.646772083,1.319228279,0.092626728,-0.200000008,-0.16222862,26.6
0.086890874,2.064145865,0.546772079,1.247130137,0.369883783,-0.20000001,-0.176760997,26.7
0.161936913,2.20406431,0.446772074,0.935094003,0.391663259,-0.20000001,-0.194998951,26.8
0.287753622,2.33650839,0.346772069,0.702410488,0.906623643,-0.20000001,-0.219052517,26.9
0.670228171,2.556950394,0.246772064,0.394991031,0.096538825,-0.20000001,-0.199232798,27
0.715674293,2.575989495,0.146772059,0.395701887,-0.035435298,-0.20000001,-0.192962328,27.1
0.703249427,2.570446868,0.046772054,0.446034012,0.345998601,-0.20000001,-0.197719935,27.2
0.858058014,2.628093092,-0.053227951,0.274115354,0.239936295,-0.20000001,-0.197094624,27.3
0.971832753,2.654185675,-0.153227956,0.176588799,0.405545659,-0.20000001,-0.202354745,27.4
1.167725196,2.672027051,-0.253227961,0.012471948,0.686670985,-0.109015421,-0.123220884,27.5
1.503899833,2.639494053,-0.307735672,-0.179354779,0.443955345,-0.20000001,-0.204038002,27.6
1.719919128,2.592517349,-0.407735677,-0.252242096,0.315573848,-0.20000001,-0.202474273,27.7
1.870827328,2.549050312,-0.507735682,-0.312174742,0.401099557,-0.20000001,-0.203981813,27.8
2.056584047,2.478910883,-0.607735687,-0.410128966,0.733698866,-0.20000001,-0.210512068,27.9
2.375831033,2.305528517,-0.707735692,-0.572405544,0.486742315,-0.20000001,-0.204738381,28
2.573901516,2.166139103,-0.807735697,-0.65623074,0.399123557,-0.20000001,-0.203732835,28.1
2.726573174,2.039360555,-0.907735702,-0.732420548,0.55600275,-0.20000001,-0.206632049,28.2
2.919993198,1.842863805,-1.007735707,-0.851259847,0.568047808,-0.20000001,-0.206408881,28.3
3.093890195,1.620668113,-1.107735712,-0.960729727,0.585787472,-0.20000001,-0.206423266,28.4
3.247657995,1.373397574,-1.207735717,-1.067149782,0.456346533,-0.20000001,-0.2044213,28.5
3.349271002,1.170394075,-1.307735722,-1.148614835,0.521651014,-0.20000001,-0.205738976,28.6
